Order,Original,文字数,Translation (English)
78,"从表面上看，网络社交平台扩大了交际圈，降低了人们的孤独感。
网络社交的势力范围越发广泛，不仅逐渐取代传统的电话联络，甚至渗入到线下真实的生活圈，悄然改变当下民众的社交生活。
线上社交的好处是显而易见的，比如方便快捷，所以特别容易受到年轻族群的青睐。
一项针对大学生社交习惯的调查显示，57%的大学生每天使用手机的时间超过5小时，日常生活基本“机不离手”。
“社交网络具有低成本、传输速度快、多人同时交流等特点，符合当代大学生的需求。”
扩大人际关系圈，更平等地对话，避免社交顾虑，才是我们越发深爱线上聊的主要原因。
刚进公司的新人热爱跟同事线上交流，“因为才进单位大家不太熟，通过社交平台的点赞评论，关系才比以前近了许多”。
爱交友的也常用线上交流，“之前跟朋友因为一些误会有段时间没联络了，后来在一个大群里先对话几句才又热络起来。”
IT工程师吴言是深度网络社交爱好者，他大部分的社交生活都发生于线上，网络联系人更数倍于线下朋友圈人数。
吴言自己也坦言在网络上更“如鱼得水”。
“可以在自己方便愿意的时候回复朋友，因为有很多斟酌字句的时间，表述也能更清楚。”
“隐藏在ID之下的你来我往避免了面对面的人际碰撞，不仅有了回旋的余地，甚至给了彼此更多思忖言行的时间和空间。”
“不同身份的人有了同样发言的权利和效率，现实生活中的种种社交顾虑，在网络空间似乎都一下消除。”
然而吴言的朋友小鹏却觉得，生活中的吴言是个“蛮无趣的宅男”。
小鹏和吴言在一个大群里相识，因为两人都是积极发言者，很快就熟络起来了。
小鹏觉得吴言跟网络上判若两人，言语枯燥，也不主动发表意见，翻来覆去就是几句“呵呵，好的，是吗”，要不就是“这个我要上网查一下”。",716,"On the surface, the social networking platform has expanded the circle of communication and reduced people's loneliness.
The social circle of cyberspace has become more and more common. It has not only gradually replaced the traditional means of communication by phone, but is also affecting our social circles.
It is quietly changing the social lives of people. The benefits of social networking online are obvious, such as the convenience, and especially cater to the young generation.
A survey on college students’ social habits shows that 57% of college students spend more than five hours a day using mobile phones, and it has become inseparable with their daily lives.
""The social network has the characteristics of inexpensive, fast, and being able to network with a large crowd, which is in line with the needs of college students today.""
Expanding the circle of interpersonal relationships, a more equal dialogue, and avoiding social concerns are the main reasons why we love chatting online more.
New company staffs likes to communicate with their coworkers online. ""As many are not familiar with it, they communicated without borders which built a good relationship among them.""
People who like to make friends also like to use this. ""There was an instance where I had lost contact with someone due to a misunderstanding. However I was able to connect with that person again by conversing in groups.""
Wu Yan, an IT engineer, is an in-depth social networking enthusiast. Most of his social life happens online, where the number of people online is several times more than those offline.
Wu Yan admits that being online is ""like being a fish in the water"".
""You can reply your friends at your own pace. You will be able to express yourself better as you have time to think about what to write.""
""You can stay behind your online ID and avoid face-to-face conflict; will have the peace of mind to think things out before taking action.""
""Two different people can come together and communicate at the same level. Thus the social concerns in real life seem to be non-existent online.""
However, Wu’s friend Xiaopeng thinks that Wu’s life is enclosed and abnormal.
Xiaopeng and Wu Yan met in a large group and as they were both active talkers, they quickly became good friends.
Xiaopeng felt that Wu Yan and two other people online were bland and did not actively express their opinions. Their replies were often ""Oh, ok, really,"" or ""Let me check online.""
"
144,"国家发展改革委产业协调司负责人今天在此间指出，钢铁产能过剩是全球性问题。
我国近年产能利用率均高于全球平均水平，也高于美欧等国家和地区。
我国已经采取坚决有效的措施化解过剩产能，而且成效正在逐步显现。
该负责人指出，对钢铁产能过剩这一全球性问题，党中央国务院高度重视。
各部门、各地区积极贯彻落实国务院部署，认真开展工作，今年要压减粗钢产能4500万吨左右。
从我国国情出发，我国并不鼓励钢材出口，相反，还采取一系列切实措施控制钢材出口。
这位负责人强调，钢铁产品国际贸易本质上讲是市场行为，是源于进口国需求、消费者综合考虑产品性价比等因素后的自主选择。
实施贸易保护措施无助于从根本上解决全球钢铁产业的发展问题，相反，只会对国际贸易秩序造成进一步冲击。
在谈到债务时，该负责人强调，化解债务问题是化解过剩产能过程中需要妥善处理好的重要问题。
由于钢铁企业资产规模大，涉及面广，一些企业的债务关系复杂，如果处置不当，有可能引发区域性风险。
据该负责人介绍，近年来，随着经济下行压力加大，社会总需求逐步减弱，部分行业产能利用率下降，企业生产经营困难加大。
一些企业不适应市场环境变化，生产经营难以为继甚至濒临倒闭，但受一些体制机制因素制约，以市场化方式退出的障碍较多，成为“僵尸企业”。
这类企业的存在，扭曲了市场信号，降低了要素资源利用效率，增加了社会管理成本，妨碍了公平竞争市场环境的建立。
导致亏损的主要原因与全球钢铁行业面临的困境一样——市场需求不振、产能利用率低。
我国主要采取市场机制、经济手段和法治办法，政府主要是做好职工兜底和社会稳定工作，保证公平公正的市场秩序。
这位负责人强调，下一步，要坚定不移继续抓好去产能工作，确保完成5年化解粗钢产能1亿~1.5亿吨的目标任务。",743,"Today, the head of the Industry Coordination Department of the National Development and Reform Commission pointed out that the excess capacity of steel is a global issue.
In recent years, China's capacity utilization rate has been higher than the global average. It is also higher than the United States and Europe and in other countries.
China has taken quick and effective measures to resolve the issue of overproduction, and is gradually coming into effect.
The person in charge pointed out that the Central Committee and the State Council excess capacity of steel is a global issue.
All departments and regions actively implemented the State Council's orders and actively carried them out. The crude steel production capacity this year should be reduced by around 45 million tons.
From a national standpoint, China does not encourage the export of steel products. Instead, it adopts a series of practical measures to control the export of steel products.
The person in charge emphasized that international trade of steel products is a market-driven decision made by the needs of the importing country based on the price and other factors.
The implementation of trade protection measures will not fundamentally solve the problem of global steel industry development. On the contrary, it will only cause further issues to the international market.
The person in charge also emphasized that resolving the deficit issue is important and needs to be resolved properly and concurrently with the issue of excess capacity.
As the asset and scope of steel making companies are massive, the debt issue of some companies are complex and there will be a regional risk if it is not handled appropriately.
According to the person in charge, in recent years, as the pressure of economic downturn has increased, the total social demand has gradually weakened, and the capacity utilization rate of some industries has declined. As a result, the production and operation of enterprises have become increasingly difficult.
Some enterprises are unable adapt to the changes in the market, thus production and management are difficult to sustain and lead to bankruptcy. However, due to the constraints of some institutional mechanisms, there are many obstacles to market-based withdrawal which leads to companies becoming ""zombie companies"".
The existence of such enterprises has distorted market signals, reduced resource utilization efficiency, increased social management costs, and hindered the establishment of a fair market environment.
The main cause of losses is the same as the predicament faced by the global steel industry. Basically the market demand is weak and capacity utilization is low.
Our country mainly adopts market mechanisms, economic instruments, and regulations. The government mainly does a good job for all employees and provide social stability to ensure a fair market.
The person in charge emphasized that in the next step, we must diligently continue to do a good job in the production capacity and ensure that the target of reducing 100 to 150 million tons of crude steel production capacity is completed in five years.
"
166,"里约奥组委在２０１２年制定的奥运传播战略中就曾说：“奥运会成功与否是由哪些在社交媒体分享故事的人们定义的。”
而从本届奥运会的报道来看，各媒体在传播方式、产品形态、语言风格、新闻视角等诸多方面都较以往做了很大的改变。
国际奥委会和世界各国的媒体从业者，看来都已经要迎接这一轮挑战了。",141,"The Rio Olympic Organizing Committee stated in its Olympic communication strategy in 2012 that: “The success of the Olympic Games is defined by those who share stories on social media.”
From the reports on the Olympic Games, the media have made great changes in many aspects such as how it is broadcasted, type of products, language styles, and news perspectives.
The IOC and media from all over the world appears to have already faced these challenges."
102,"传统习俗引入新亮点“2016盂兰文化节”香港维园开幕
敲锣打鼓的音乐、传统的小食、花俏的装饰、人群汹涌的现场。
由香港潮属社团总会主办的“2016盂兰文化节”12日至14日在维多利亚公园举办，这是香港最盛大的一场盂兰胜会。
除了延续已有的“抢孤竞赛”，还增加了全家可以参加的“亲子盆供堆垒赛”。
不仅用漫画形式介绍盂兰文化历史，现场还设有盂兰主题3D自拍区、传统小食区以及传统手艺流动教室等，吸引不少小朋友和海外人士来体验参观。
一对来自法国的夫妻在活动现场逗留了近3个小时，并且在迷你花牌流动教室体验了一番。
“在网上查到这个特别的节日，所以决定来看看，感到很新鲜。”
他们表示，虽然法国也有类似纪念先人的节日，但气氛很沉重，不像这里，有音乐，有食物还可以学习传统手艺。
她说，“在香港这么繁忙的金融大都市，还能看到这么有规模、有组织的祭拜祖先的仪式。”
“这不仅体现了中国文化的多元性，还能让更多人了解这些传统手艺并且传承下去。”
本次活动总统筹胡炎松表示，“我们不想把盂兰文化节布置得很恐怖，让人不敢接近，特别是小孩子。”
“我们希望通过现场年轻化的活动和布置，让年轻人知道盂兰节文化背后想表达的是孝道和感恩。“
他也表示，这次共有24个队伍参加“抢孤竞赛”，其中不仅有社团组织，还与一些学校合作，让学生参加。
据了解，香港潮人盂兰胜会已于2011年列入“国家级非物质文化遗产名录”。",595,"A new highlight featuring the new and old. ""2016 Yulan Cultural Festival"" held in Victoria Park.
There will be drum music, traditional snacks, fancy decorations, and crowds of people.
The ""2016 Yulan Cultural Festival"" organized by the Federation of Hong Kong Chiu Chow Community Organizations was held in Victoria Park from the 12th to the 14th. This is the most spectacular event in Hong Kong.
Aside from the traditional ""ghost grappling competition"", they also added a new ""Yu Lan festival offerings competition for families"" that everyone can participate in.
In addition to explaining the history of Yulan through comics, there is also a thematic 3D photo shooting featuring Yulan on site. There is also an area serving traditional snacks and where you can experience traditional handcraft workshops that attracts many kids and people from abroad to take a look and experience it for themselves.
There was a couple from France that stayed at the event for almost 3 hours and enjoyed the full experience of the mini flower card workshop.
""I learned about this special holiday on the internet, so I decided to come take a look and was a really refreshing experience.""
They said that although France has similar festivals to commemorate ancestors, the atmosphere is very somber. Unlike the ones back home, there is music, food, and traditional craft here to enjoy.
She said, “we were able to see an organized and large scaled festival to worship ancestors along with busy financial metropolis of Hong Kong.""
“This not only reflects the diversity of Chinese culture, but also allows more people to understand these traditional crafts and pass them on to future generations.”
Hu Yansong, president of the event, said: “We don’t want to make the Yulan Festival so somber and scary that people won't want to come. Especially the children.”
""We hope that through this event, we can convey to the younger generation that the meaning behind the Yulan festival is about filial piety and appreciation.""
He also stated that there were 24 teams in the ""ghost grappling competition"" of which we had a team from the community organization, and some schools so that students can participate as well.
It is recognized that the Yulan festival was listed as part of ""China Intangible Cultural Heritage"" 2011."
68,"昨日上午10时许，X9003次国际货运班列从西安新筑车站开出，前往哈萨克斯坦的阿拉木图。
该趟列车的开行，标志着西安铁路局自2013年开行中亚国际货运班列以来，开行车数成功突破10000车。
据了解，此班货运班列运输的货物品类涵盖工业原材料、机械设备、工业零配件、建材、食品、轻工产品六大类、共计206个品种。
截至今年8月11日，新筑车站共开行中亚班列221列、10009车，累计发运出口货物33.8万吨，其中2016年开行84列，同比增长47%。
据了解，中亚班列首趟运载的货物均为“陕西制造”，而如今，它已吸引大量的外地货源积极上列。
截至7月底，中亚班列集装箱到发量突破6.4万标箱，较2015年同期增长8%。
随着中亚班列的加密开行，西安铁路局新筑车站货运量逐年提升。
2015年，新筑车站全年货运吞吐量247.7万吨，截至2016年8月10日，货运发送量已经达到153.1万吨，较去年同期增长6.7%。
为了满足未来发展需要，西安铁路局以新筑车站为中心的西安新筑铁路综合物流中心建设规划已经出台，全力打造现代化的新筑铁路综合物流园区。",473,"At 10:00 a.m. yesterday morning, the X9003 international freight trains departed Xi'an Xinzhu Station and headed to Almaty, Kazakhstan.
The opening of this train service marked the success of the Xi'an Railway Bureau. Since the opening of the International Freight Train service to Central Asia since 2013, the number of railcars that have travelled has exceed 10,000.
It is understood that this class of freight trains covers six categories consisting of industrial raw materials, machinery and equipment, industrial spare parts, building materials, food, and light industrial products, and a total of 206 items.
As of August 11 this year, Xinzhu Station had a total of 221 trains and 10,009 railcars traveled to Central Asia. The total shipments of goods were 338 thousand tons. Of the 221 trains, 84 were introduced in 2016, which is an increase of 47% year-on-year.
It is understood that the goods on the first trip bound for Central Asian were all ""made in Shaanxi,"", and has since attracted other areas to ship their goods to Central Asia from here.
As of the end of July, the volume of shipments of standard containers to Central Asia exceeded 64,000 TEUs, an increase of 8% over the same period in 2015.
With the additional service to Central Asia, the freight volume for the Xi'an Railway Bureau has been increasing year by year.
In 2015, Xinzhuo Station handled 2.477 million tons of cargo throughout the year. As of August 10, 2016, the amount of freight traffic has reached 1.531 million tons, an increase of 6.7% from the same period of last year.
In order to meet future development needs, Xi'an Railway Bureau's construction plan for the Xi'an Xinzhu Railway Integrated Logistics Center, at Xinzhu Station, has been announced. They will be divesting their effort in creating a modernized Xinjian Railway Integrated Logistics Park."
,合計文字数,23408,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
