file_id,file_order,task_id,task_order,wmt_article,wmt_line,src,A,B,A_origin,B_origin
2s,53,es,55,32,545,"赵秀平说,目前企业环保已投资达4个亿,表面上数额巨大,但对企业经营管理理念、社会效益都有很大影响,对企业创新管理也开辟了空间。","Zhao Xiuping said: At present, enterprises have invested 400 million in environmental protection, a huge amount on the surface, but the concept of business management, social benefits have a great impact on the enterprise innovation and management has also opened up space.","Zhao Xiuping mentioned that he has invested RMB 400 million on corporate environmental responsibility. Despite being a large amount of money put into this, it greatly impacts the company's philosophy, social responsibility, and also opens up a new level of innovation management.",mt,human_b
2s,54,fs,17,106,1219,杜兰特的到来一定会让勇士队的球员们数据缩水，但这其中缩水最严重的恐怕就是汤普森了。,"The arrival of Durant will limit the stats of the Warrior's players, and the player that would be the most affected would most likely be Thompson.","The arrival of Durant will definitely result in a drop in numbers among Warriors' players, but Thompson will probably have the most to lose.",human_b,human_a
2s,55,es,35,42,612,其母张小龙告诉记者，就在他们犹豫时，张彬彬找来了同村的几个“小说客”。,"Zhang Xiaolong, his mother, told reporters that just as they hesitated, Zhang Binbin sought several ""novelists"" from the same village.","Zhang's mother, Xiaolong told the reporters that when they felt hesitant about her doing this, Zhang Binbin brought a group of ""young kids"" from the same village to persuade her parents.",mt,human_b
2s,56,es,47,106,1218,这一影响将不仅是出手次数的影响，汤神的持球进攻在下赛季肯定也会大大减少，这在某些方面也会降低对手对他的防守难度。,"The impact will be not only in terms of the number of shots taken, but the Towns' holding offense will certainly be significantly reduced next season, which in some ways will also make it easier for opponents to defend him.",This will impact his shots taken and will surely reduce greatly next season and make the opponent defend him easier.,mt,human_b
2s,57,fs,43,90,1086,“符合条件的老年人，持二代身份证到IC销售中心办理就可以；外地户口符合这个年龄的老年人也享受这个优惠。”,"""Eligible seniors can bring 2 pieces of ID to the IC card sales counter to apply. Seniors in this age group who are from out of the country can also enjoy this discount.""","""Senior citizens who meet the conditions can simply bring their second generation identity card to an IC sales center to apply for the item. Senior citizens with household registration outside the city who meet the age criteria can also enjoy this benefit.""",human_b,human_a
2s,58,es,48,40,596,由于有些住户仍下落不明，他也呼吁起火公寓的居民与当局联络。,"He also appealed to the residents of the apartment that caught fire to contact the authorities, as some of the occupants were still unaccounted for.","As the whereabouts of some residents are still unknown, he also asked the residents of the apartment that was in flames to contact the authorities.",mt,human_b
2s,59,es,58,120,1523,阿里目前在医疗健康领域的布局分为三块，分别是阿里健康、天猫医药馆和支付宝未来医院。,"Alibaba's current presence in the healthcare industry is divided into three sections: AliHealth, Tmall Online Pharmacy, and Alipay's ""Future Hospital"" program.","Ali's current layout in the field of health care is divided into three sections, namely Ali Health, Tmall Medicine Hall and Alipay Future Hospital.",human_b,mt
2s,60,es,11,120,1521,据媒体报道，CEO王磊近日表示阿里健康“愿意沉下心来”拿下健康大数据。,"CEO Wang Lei recently said Ali Health was ""willing to sink in"" to take down health big data, according to media reports.","According to media reports, CEO Wang Lei recently stated that AliHealth ""has decided"" to compile the healthcare data.",mt,human_b
2s,61,es,41,106,1208,当然了，有些“退步”可能仅仅是数据的缩水，这些球员的实力可能并未下降。,"Of course, some of the ""regressions"" may simply be data shrinkage, and the strength of these players may not have diminished.","Of course those deemed to have ""gotten worse"" may just be due to the limited stats and data, and they may actually not have gotten worse.",mt,human_b
2s,62,fs,5,69,880,印度一名大叔上周刚在迪拜国际机场经历飞机机腹着陆惊魂，本周就在同一座机场中了100万美元大奖。,"A middle-aged man from India, having survived a terrifying episode when the flight he took was forced to belly land at Dubai International Airport, won a 1 million USD lottery prize this week at the same airport.",An Indian at great-uncle plane million the a after this crash Dubai same landing a suffering week at International $1 airport has Airport won prize last week.,human_a,spam
2s,63,es,12,42,630,而在张彬彬家二楼客厅，有一个柜子内放满了她所获得的奖章、奖牌和证书。,"And in the living room on the second floor of Zhang Binbin's home, there is a cupboard full of medals, medals and certificates she has received.","In the living room on the second floor of Zhang Binbin's house, there is a cupboard full of medals, and certificates she has won.",mt,human_b
2s,64,es,28,106,1226,因此，在常规赛里，詹姆斯的数据很可能进一步下滑，他会把更多的重担分给欧文来承担，不过他仍然会轻松地成为联盟前三的球员。,"His stats will probably decline in the regular season as give the ball more to Osman. However, he will still easily be the top three players in the league.","As a result, James' numbers are likely to slide further during the regular season, and he'll share more of the burden with Irving, though he'll still be an easy top-three player in the league.",human_b,mt
