wmt_article,wmt_line,wmt_article_name,src,mt,human_a,human_b
109,1260,ifeng0812.news.49768452_0,配合此前德甲已上线的微博、优酷和微信中文平台，德甲方面寄望为中国球迷提供更广泛和及时便捷的渠道，获取该联赛的最新消息。,"In line with the Bundesliga's previous Weibo, Youku and WeChat Chinese platforms, the Bundesliga side is looking to provide Chinese fans with wider and timely and convenient access to the latest news from the league.","Bundesliga places great hopes to provide Chinese football fans with more accessible and prompt channels for acquiring the latest information of the league, and will be using Weibo, Youku, and WeChat Chinese language platforms that the league has previously established.",
118,1491,peopledaily0812.energy.c71661-28630949,可惜，OPEC最新月报显示出7月原油产量继续增加，沙特产量更创下新高。,"Unfortunately, OPEC's latest monthly report showed crude oil production continued to increase in July, with Saudi production hitting a new high.","Unfortunately, the latest monthly report of OPEC indicated continuous increase in crude oil production volume in July. Saudi Arabia even reached in a record height in terms of production volume.","Unfortunately, the latest OPEC monthly report shows that crude oil production continued to increase in July, and Saudi Arabia's production hit a new high."
118,1492,peopledaily0812.energy.c71661-28630949,这份报告不禁令市场对OPEC的信誉产生怀疑，油价复苏的道路恐怕仍然布满荆棘。,"The report does not prevent markets from casting doubt on OPEC's credibility, and the road to recovery in oil prices is likely to remain thorny.",This report couldn't help but trigger market suspicion over OPEC's credibility. The path toward recovery in oil prices is still difficult.,This report doesn't prevent the market from doubting OPEC. The road to recovery for oil price seems to be a tough one.
118,1493,peopledaily0812.energy.c71661-28630949,本周一，OPEC轮值主席兼卡塔尔能源大臣萨达表示，OPEC将在9月26-28日的国际能源论坛期间举行非正式会议。,"On Monday, Saada, OPEC's rotating president and Qatar's energy minister, said the group would hold an informal meeting on the sidelines of the international energy forum on September 26-28.","On Monday, Qatar's Energy Minister Mohammed Bin Saleh Al-Sada who holds OPEC's rotating presidency said that OPEC will hold an unofficial meeting during the International Energy Foundation conference which will be held between September 26 and 28.","On Monday, Sada who is OPEC's president and Qatar's Energy Minister said that OPEC will hold an informal meeting during the International Energy Forum on September 26-28."
118,1494,peopledaily0812.energy.c71661-28630949,OPEC周三公布的月报显示，包括加蓬在内的整个OPEC组织7月产量上升4.6万桶/日，至3311万桶/日。,"OPEC's monthly report, released on Wednesday, showed production across the Organization of Petroleum Exporting Countries, including Gabon, rose 46,000 bpd to 33.11 million bpd in July.","OPEC's monthly report published on Wednesday showed that OPEC's total output (including Gabon) in July rose by 46,000 barrels/day to 33.11 million barrels/day.","The monthly report released by OPEC on Wednesday showed that all OPEC members including Gabon increased their July production by an additional 46,000 barrels per day to 33.11 million barrels per day."
118,1495,peopledaily0812.energy.c71661-28630949,OPEC还在月报中表示，原油价格低廉已促使全球炼油商生产更多精炼油品，从而加重了市场供应过剩的程度。,"OPEC also said in its monthly report that the low price of crude oil has prompted refiners around the world to produce more refined oil, adding to the oversupply in the market.","OPEC expressed in its monthly report that the low price of crude oil has encouraged more refineries around the world to produce more refined oil products, worsening the issue of excessive supply in the market.","OPEC also said in its monthly report that low crude oil prices have prompted the world's refiners to produce more refined oil products, which has increased the level of excess supply in the market."
118,1496,peopledaily0812.energy.c71661-28630949,受此消息影响，再加上美国上调原油产量预期和原油库存意外增加，国际油价连续两日收跌。,"International oil prices closed lower for the second day in a row on the news, along with higher crude oil production expectations in the United States and an unexpected increase in crude oil inventories.","This news, coupled with the US raising its crude oil production forecast and unexpected increase in crude oil stockpiles has caused global oil prices to fall for two consecutive days.",The international oil price fell for two consecutive days with this news and as the US raised their forecast on crude oil production along with the unexpected increase in crude oil inventory.
118,1497,peopledaily0812.energy.c71661-28630949,截至周三收盘，纽约商品交易所9月交货的轻质原油期货价格下跌2.48%，10月交货的伦敦布伦特原油期货价格下跌2.07%。,"Up to Wednesday's close, light crude for September delivery on the New York Mercantile Exchange was down 2.48 per cent, while Brent crude for October delivery was down 2.07 per cent.","The price of light crude oil futures for delivery in September closed 2.48% lower on the New York Mercantile Exchange as of Wednesday, while the price of Brent crude oil futures for delivery in October fell 2.07%.","As of Wednesday's close, the New York Mercantile Exchange's September delivery of light crude oil futures fell 2.48%, and the October delivery of London Brent crude oil futures fell 2.07%."
118,1498,peopledaily0812.energy.c71661-28630949,路透社认为，提议召开的产油国会议不太可能令供应明显收紧，美国能源信息署公布的数据也打压市场人气。,"Reuters believes the proposed meeting of oil-producing nations is unlikely to lead to a significant tightening of supply, and data released by the U.S. Energy Information Administration has weighed on sentiment.",Reuters believe that the proposed conference of the petroleum producing countries is unlikely to order significant reduction in production. Data published by the US Energy Information Administration also cooled the market.,"Reuters believes that the proposed meeting of oil-producing countries is unlikely to significantly tighten supply, and data released by the US Energy Information Administration also weighed on market sentiment."
118,1499,peopledaily0812.energy.c71661-28630949,伊朗官方通讯社Fars周三援引伊朗石油部长赞加内的发言称，伊朗的日原油产量最高为385万桶，这是2008年以来的最高水平。,"Iran is producing up to 3.85 million barrels of crude oil a day, the highest level since 2008, the country's state-run news agency Fars said Wednesday, citing a statement from Iran's oil minister, Tsangane.","Fars, the official media company of Iran, quoted Iranian Minister of Petroleum Zanganeh who said that the maximum crude oil production of Iran will be 3.85 million barrels per day, the highest volume since 2008.","Iran’s official news agency Fars quoted Iran’s oil minister Zaganga’s statement on Wednesday, saying that Iran’s maximum daily crude oil output was 3.85 million barrels, which is the highest level since 2008."
118,1500,peopledaily0812.energy.c71661-28630949,召开会议的消息刚出，俄罗斯能源部长诺瓦克就表示，当前油价下没有进行新一轮冻产谈判的必要。,"Immediately after news of the meeting, Russian Energy Minister Novak said there was no need for a new round of frozen production talks under current oil prices.","Once information for the meeting has been released, Novak, the Russian Minister of Energy, expressed that under current oil prices, there is no need to initiate a new round of negotiations regarding frozen assets.",The result of the meeting was just announced and the Russian Energy Minister Novak stated that there is no need for a new round of negotiations on production freeze with the current oil price.
118,1501,peopledaily0812.energy.c71661-28630949,上次产油国召开会议已经是4月份的事情，OPEC成员国未能就任何措施达成协议。,"The last meeting of oil-producing countries was in April, and OPEC members failed to agree on any measures.",The last time oil producing naitons convened a meeting was in April. OPEC members failed to reach an agreement on any measure.,The meeting with the oil-producing country was back in April. OPEC member states were not able to reach an agreement whatsoever. 
118,1502,peopledaily0812.energy.c71661-28630949,BMIResearch石油与天然气分析师理查兹（Emma Richards）表示，市场和媒体可能对OPEC将召开的会议反应过度。,"Emma Richards, oil and gas analyst at BMI Research, said markets and the media may have overreacted to the OPEC meeting.",BMI Research Oil and Gas Analyst Emma Richards said that the market and the media may have over-reacted to the meeting OPEC is about to convene.,"Emma Richards, an oil and gas analyst at BMI Research, said that the market and the media may be a bit too sensitive to the OPEC meeting."
118,1503,peopledaily0812.energy.c71661-28630949,加拿大皇家银行大宗商品策略主管克罗夫特（Helima Croft）表示，OPEC通过释放他们将促成协议的信号来改变市场的情绪。,"Helima Croft, head of commodities strategy at Royal Bank of Canada, said OPEC had changed sentiment by sending signals that they would facilitate a deal.","Helima Croft, Top Commodities Strategist of Royal Bank of Canada, expressed that OPEC has released signals that they would be reaching an agreement to transform the mood of the market.","Helima Croft, head of commodities strategy at Royal Bank of Canada, said that OPEC changed market sentiment by releasing signals that they would facilitate the deal."
118,1504,peopledaily0812.energy.c71661-28630949,这个手段就像是引开人视线的烟雾与镜子（故意给人错误印象）。,This technique is like smoke and mirrors (deliberately giving the wrong impression) to distract people from their vision.,This method was like smoke and mirrors to divert people's attention (deliberately giving people the wrong impression).,This is like the smoke and mirror method of drawing away attention (and giving the wrong impression).
118,1505,peopledaily0812.energy.c71661-28630949,德国商业银行大宗商品研究主管温伯格（Eugen Weinberg）称，人们认为OPEC试图通过9月会议稳定市场的可能性很低。,"According to Eugen Weinberg, head of commodities research at Commerzbank, the chances of OPEC trying to stabilise the market through the September meeting are thought to be low.","Eugen Weinberg, Head of Commodity Research at Commerzbank AG, said that people believe that there is a low possibility for OPEC to use the September meeting to stabilize the market.","Eugen Weinberg, Head of Commodity Research at Commerzbank AG, said that people think that OPEC is unlikely to try to stabilize the market through the September meeting."
118,1506,peopledaily0812.energy.c71661-28630949,这很可能进一步破坏市场对OPEC的信心，毕竟这个组织上演过一次“狼来了”。,"This is likely to further undermine confidence in OPEC, after all, the group staged a ""wolf.""","This might further disrupt market confidence for OPEC as this organization has ""cried wolf"" before.","This is likely to further undermine the market's confidence in OPEC, after all, the organization has already pulled ""the boy who cried wolf."""
119,1507,peopledaily0812.health.c398004-28631465,各地要将违规发布医疗广告、投诉举报集中、既往被多次处罚的医疗机构作为抽查重点。,"All localities should focus on medical institutions that publish medical advertisements in violation of regulations, have concentrated on reporting complaints and have been punished several times in the past.","Various areas shall focus random inspection efforts on healthcare institutions that have posted illegal medical advertisements, received a large number of complaints, or subject to multiple penalties in the past.",
119,1508,peopledaily0812.health.c398004-28631465,国家卫生计生委、国家中医药管理局将适时组织对部分省份专项监督检查工作开展情况进行督查。,The National Health and Family Planning Commission and the State Administration of Traditional Chinese Medicine will organize supervision of the development of special supervision and inspection in some provinces in due course.,"The National Health and Family Planning Commission and State Administration of Traditional Chinese Medicine shall supervise, when required, the implementation of project monitoring and inspection for a number of provinces.",
120,1509,peopledaily0812.health.c398004-28632031,据媒体披露，由于此前资本大规模涌入互联网医药，造成目前产品同质化的问题严重，投资热潮渐退，资本进入观望期。,"According to media reports, due to the previous large-scale influx of capital into Internet medicine, resulting in the current serious problem of product homogenization, the investment boom gradually receded, capital into a wait and see period.",Media revealed that the deluge of capital that swamped online health care resulted in the severe product homogeneity problem we see today. The investment boom is waning gradually. Capital has entered a wait-and-see period.,"According to media reports, due to the large surge of capital into IOMT (internet of medical things), which resulted in a serious issue of product consistency. With the investment boom slowing down, investments have entered a wait-and-see period."
120,1510,peopledaily0812.health.c398004-28632031,另据香港艾力彼医院管理研究中心数据显示，创业一年内的互联网医疗公司大量死亡，约20%的初创互联网医疗企业已不复存在。,"According to data from the Centre for Management Research at Ellison Hospital in Hong Kong, a large number of Internet medical companies have died within one year of their establishment, and about 20 per cent of the start-up Internet medical companies have ceased to exist.",Figures from Hong Kong Ailibi Hospital Management Research Center revealed that many online health care companies close down within the first year of incorporation; approximately 20% of newly founded online health care enterprises no longer exist.,"According to data from the Hong Kong Alec Hospital Management Research Center, a large number of venture IOMT companies have gone out of business within a year of starting, and about 20% of them have disappeared."
120,1511,peopledaily0812.health.c398004-28632031,然而，就在大部分互联网医疗企业挣扎在A轮或B轮的融资路上的时候，有几家细分领域领先企业仍能获得资本热捧。,"However, just as most internet healthcare companies struggle to finance rounds A and B, several segment leaders are still gaining traction.","However, while most Internet health care companies were struggling to choose between Series A or Series B financing, a number of leading companies in specialized sectors were still able to attract capital.","However, just as most of the IOMT companies struggled in the A or B round of financing, there were several leading companies in the niche areas who were still able to obtain sufficient capital."
120,1512,peopledaily0812.health.c398004-28632031,看来，互联网医疗创业断不可“一窝蜂”，而是要看准市场需求，沉得下心做专，做深。,"It seems that the Internet can not be a medical entrepreneurship ""swarm"", but to look at the market demand, sink down to do special, do deep.","It seems that ""rushing headlong"" into the Industry healthcare sector is not the wisest option. One must accurately assess market requirements, be patient, and improve the professionalism and depth of services provided.","From this observation, one can say that these IOMT cannot ""simply all come about doing the same thing"", but to watch the market demand and do their due diligence."
120,1513,peopledaily0812.health.c398004-28632031,鱼跃出资1200.00万元，占注册资本的40%，九州通器械公司出资1800.00万元，占注册资本的60%。,"Yuyue made a capital contribution of 12 million yuan, accounting for 40 percent of the registered capital, and Kyushu Tong Instrument Company made a capital contribution of 18 million yuan, accounting for 60 percent of the registered capital.","Yuyue contributed 12.0000 million dollars, comprising 40% of the registered capital, while Jointown Pharmaceutical provided 18.0000 million dollars for 60% of the registered capital.","Jiangsu Yuyue Mdcl Eqpmnt & Spply Co Ltd. invested 120 million yuan, accounting for 40% of the registered capital, and Jiuzhou Tongji Machinery Co., Ltd. invested 180 million yuan, accounting for 60% of the registered capital."
120,1514,peopledaily0812.health.c398004-28632031,近年来，随着国家在医疗信息化方面的政策支持，电子化、集成化的供应链管理系统逐步进入各级医院。,"In recent years, with the state's policy support in medical information, electronic, integrated supply chain management system gradually into all levels of hospitals.","In recent years, thanks to national policy support in terms of medical informatization, electronic and integrated supply chain management systems have been gradually introduced into different classes of hospitals.","In recent years, the digitalized and integrated supply chain management system is slowly being utilized in various levels of hospitals thanks to country's support in the form of policies on the information of IOMT."
120,1515,peopledaily0812.health.c398004-28632031,此次鱼跃与九州通的合作正是瞄准了市场的需求，帮助医院搭建先进供应链管理系统，并以此为契机谋求更多合作。,"The cooperation between Yuyue and Kyushu Tong is precisely aimed at the needs of the market, helping hospitals to build advanced supply chain management system, and using this as an opportunity to seek more cooperation.",The partnership between Yuyue and Jointown Pharmaceutical aims at meeting market demands and helping hospital establish an advanced supply chain management system. The partnership is also an opportunity to seek additional partnerships.,"The cooperation between Jiangsu Yuyue Mdcl Eqpmnt & Spply Co Ltd. and Jiuzhou Tongji Machinery Co., Ltd. targets the market demands, supports hospitals implement advanced supply chain management systems and use this as an opportunity to seek further collaboration."
120,1516,peopledaily0812.health.c398004-28632031,与很多互联网医疗公司贪大求全不同，iBaby从最初就专注于互联网产科垂直领域，深耕孕妈和医生两端。,"Unlike many internet healthcare companies, iBaby has been focused on the internet obstetrics vertical since its inception, working both as a mother and a doctor.","Unlike many Internet health care companies obsessed with scale and extensive coverage, iBaby focused on the vertical industry of obstetrics from the very beginning, channeling their efforts toward supporting both pregnant mothers and their physicians.","Unlike many IOMT companies, iBaby has been focusing on the vertical field of obstetrics for the Internet from the very beginning and has been working with both mothers and doctors."
120,1517,peopledaily0812.health.c398004-28632031,孕妈不仅可以免费24小时和一对一的主管医生问诊，还可以付费定向寻医问诊。,"Pregnant mothers are not only entitled to free 24-hour and one-on-one consultation with a doctor in charge, but are also entitled to paid, directed medical consultation.",Pregnant mothers can receive 24-hours one-on-one consultation with a specialist physician for free. They can also pay for personal consultation with a specified physician.,"""On a 24-hour basis, pregnant mothers can not only receive free one-on-one consultations with qualified doctors, and also receive paid medical diagnosis."""
120,1518,peopledaily0812.health.c398004-28632031,而在医生端，iBaby通过采取组织专家给基层医生开展在线讲座、同行交流、病例讨论等微讲座的形式，打破地域限制。,"At the doctor's end, iBaby breaks geographical boundaries by organizing experts to give microlectures, such as online lectures, peer-to-peer exchanges, and case discussions, to doctors at the grass-roots level.","At the doctors' end, iBaby has broken down regional restrictions by way of organizing experts to carry out webinars, peer exchanges, case discussions and other mini-seminars.","From the doctor's side, iBaby allows them to provide lectures, communicate better with peers, discuss cases beyond the geographic barriers."
120,1519,peopledaily0812.health.c398004-28632031,目前医生端开设三个板块，分别为医生继续教育、医生社交和医生求助。,"At present, the doctor side opened three sections, respectively, for doctors to continue education, doctors social and doctors for help.","Currently, three segments have been set up at the doctor's end, namely, continuing education for doctors, social networking for doctors, and help for doctors.","Currently, the doctors can set up three sections for doctors to continue their education, communicate with other doctors, and request help from doctors."
120,1520,peopledaily0812.health.c398004-28632031,提供包括在线学习、病例讨论、学术交流；同医院、同科室医生之间社交平台；医患关系或个人生活所需要的法律援助、创业支持等服务内容。,"Services include online learning, case discussions, academic exchanges, social networking platforms with hospitals and doctors in departments, legal assistance for doctor-patient relationships or personal life, and support for entrepreneurship.","The contents provided include online learning, medical case studies, and academic exchange; social networking platform between physicians of the same hospital or same departments; and doctor-patient relationships or legal assistance necessary for personal lifestyles, entrepreneurship support, and other services.","This provides business support for online learning, case discussions, academic exchanges; social networking with hospitals and doctors in the same department, and necessary legal support relating to doctor-patient relationship."
120,1521,peopledaily0812.health.c398004-28632031,据媒体报道，CEO王磊近日表示阿里健康“愿意沉下心来”拿下健康大数据。,"CEO Wang Lei recently said Ali Health was ""willing to sink in"" to take down health big data, according to media reports.","Media report that CEO Wang Lei expressed that Alibaba Health is ""willing to settle down"" and takeover the Big Data analytics for health.","According to media reports, CEO Wang Lei recently stated that AliHealth ""has decided"" to compile the healthcare data."
120,1522,peopledaily0812.health.c398004-28632031,互联网公司、数据公司缺少专业性，在同一词条上的书写方法上都达不到统一。,"Internet companies, data companies lack professionalism in the same entry on the writing methods are not uniform.","Online businesses and data companies lack professionalism, and were unable to achieve uniformity in the terminologies of identical keywords.",Tech companies and data companies lack professionalism and cannot cooperate.
120,1523,peopledaily0812.health.c398004-28632031,阿里目前在医疗健康领域的布局分为三块，分别是阿里健康、天猫医药馆和支付宝未来医院。,"Ali's current layout in the field of health care is divided into three sections, namely Ali Health, Tmall Medicine Hall and Alipay Future Hospital.","Alibaba has structured its presence in the health care industry into three segments, namely Alibaba Health, Tmall Pharmacy, and Alipay's Future Hospital.","Alibaba's current presence in the healthcare industry is divided into three sections: AliHealth, Tmall Online Pharmacy, and Alipay's ""Future Hospital"" program."
120,1524,peopledaily0812.health.c398004-28632031,王磊坦言，医疗健康创业会比其他行业要难，“这不仅仅是有多少钱的事情，还要沉得下心，耐得住寂寞慢慢去做。”,"""It's not just a matter of how much money you have,"" Wang admits. ""It's a matter of getting down and being able to live with the loneliness and do it slowly.""","Wang Lei disclosed that starting a medical healthcare company is more challenging when compared to other sectors. ""This is not just about making money. You must be patient and get used to loneliness to do this properly.""","Wang Lei admitted that business in the healthcare is more difficult than other industries. “It is not simply having enough money, but to be able to persevere and work step by step."""
121,1525,peopledaily0812.health.c404177-28631549,连续熬夜看奥运赛事容易损伤心脏,Staying up late to watch the Olympics can damage your heart,Staying up all night to watch the Olympics makes one prone to heart damage,
121,1526,peopledaily0812.health.c404177-28631549,巴西奥运会赛事正如火如荼地进行，即便赛事播出时在国内是半夜时分，很多市民也会熬夜观看。,"Brazil's Olympic events are in full swing, and many citizens will stay up to watch them even if they are broadcast in the middle of the night in the country.","The Olympic games in Brazil are currently all the rage. Even though many of the games are broadcast during midnight hours in China, many fellow citizens will stay up all night to watch these games.",
121,1527,peopledaily0812.health.c404177-28631549,对此，医生特别提醒，熬夜看赛事存在健康隐患，有可能引发心血管疾病。,"In response, doctors specifically warned that staying up late to watch the tournament had health hazards that could potentially trigger cardiovascular disease.","For this, doctors specifically mind people that staying up all night to watch TV sports events may be potentially hazardous to health and could lead to cardiovascular diseases.",
121,1528,peopledaily0812.health.c404177-28631549,如果长时间熬夜，该激素仍会大量分泌，人体会持续处于紧张兴奋的状态，无法得到正常的恢复，容易引起血管收缩、血压升高，从而引起心血管疾病。,"If you stay up for a long time, the hormone will still be secreted in large quantities, the human experience continues to be in a state of tension and excitement, unable to get a normal recovery, easy to cause vasoconstriction, blood pressure rise, and thus cause cardiovascular disease.","For people staying up late into the night, the hormone will be secreted in large volumes, keeping one energized and in a state of alertness. However, such people won't be able to rest properly and are prone to vasoconstriction, increased blood pressure, and tendency to suffer from cardiovascular diseases.",
121,1529,peopledaily0812.health.c404177-28631549,韩志远特别提醒，有高血压、高血糖、高血脂、吸烟习惯、家族病史等心血管危险因素的群体，如果熬夜，会更容易引发心血管疾病。,"Han specifically cautioned that groups with cardiovascular risk factors such as high blood pressure, high blood sugar, high blood lipids, smoking habits and family history were more likely to develop cardiovascular disease if they stayed up late.","Han Zhiyuan issued a special reminder to groups with high blood pressure, high blood sugar, high cholesterol, a smoking habit, a family medical history and other cardiovascular risk factors that if they stay up late, they would easily trigger cardiovascular illness.",
121,1530,peopledaily0812.health.c404177-28631549,如果长期熬夜，不仅心血管功能受影响，而且胃肠功能、免疫系统、神经内分泌系统都会受影响，甚至罹患肿瘤的风险也会增大。,"Staying up late for long periods of time not only affects cardiovascular function, but also gastrointestinal function, the immune system, the neuroendocrine system, and even the risk of developing tumors.","Staying up late over a long period of time will not only affect one's cardiovascular function but also one's gastrointestinal function, immune system and neuroendocrine system; even the risk of getting cancer will increase.",
121,1531,peopledaily0812.health.c404177-28631549,对于老年朋友，韩志远建议，尽量不要为了看奥运比赛而熬夜，特别是有心血管疾病史的群体。,"For older friends, Han suggests trying not to stay up late to watch the Olympics, especially for groups with a history of cardiovascular disease.","For fellow senior citizens, Han Zhiyuan recommend avoiding staying up all night to watch the Olympics, especially those who have a history of cardiovascular diseases.",
121,1532,peopledaily0812.health.c404177-28631549,在上届“世界杯”足球赛期间，韩志远曾接诊过一名60多岁的患者，其心肌梗塞的引发或与熬夜看比赛有关。,"During the last World Cup, Han Zhiyuan had seen a patient in his 60s whose heart attack was triggered or related to staying up late to watch the game.","During the previous ""FIFA World Cup"", Han Zhiyuan saw a patient in his sixties who suffered a heart attack for staying up late to watch the matches.",
121,1533,peopledaily0812.health.c404177-28631549,韩志远介绍，今年以来，其科室已接诊了一些25岁左右的心肌梗塞或者脑中风患者，这很大程度上是患者长期熬夜的生活方式造成的。,"Han Zhiyuan said that so far this year, its departments have received some 25-year-old patients with myocardial infarction or stroke, which is largely due to the patient's long stay up late lifestyle.","Han Zhiyuan said that since the beginning of this year, the department has admitted a number of patients aged 25 years or so with myocardial infraction or stroke. This, to a very large extent, was the result of a lifestyle of staying up late over long periods.",
121,1534,peopledaily0812.health.c404177-28631549,1.不要每天都熬夜，偶尔熬夜观看最喜欢的体育项目，其他项目不妨等第二天看赛事重播。,"Don't stay up late every day, occasionally stay up late to watch your favorite sports, other sports might as well wait until the next day to watch the replay of the event.","1. Do not stay up every night. People can stay up once in a while to watch their favorite sports event, but try waiting for the second day replay for other events.",
121,1535,peopledaily0812.health.c404177-28631549,2.熬夜时适时补充水分，多吃水果，可预防血管堵塞、增强机体免疫力。,"2. Stay up late when the timely replenishment of water, eat more fruits, can prevent blockage of blood vessels, enhance the body's immune system.","2. When staying up late at night, drink enough water and eat lots of fruits to prevent the clogging of blood vessels and to enhance systemic immunity.",
122,1536,peopledaily0812.henan.c356906-28822189,北京时间8月12日消息，2016年里约奥运会女子50米步枪三种姿势决赛战罢，中国老将杜丽获得铜牌。,"BEIJING, August 12 (Xinhua) -- Chinese veteran Du Li won a bronze medal in the women's 50-meter rifle three-position final at the Rio 2016 Olympic Games.","In August 12, Beijing time, the Chinese veteran Du Li won a bronze medal after completing 2016 Rio Olympics women's 50 metre rifle three positions finals.","In Beijing time on August 12, news came in that the veteran Du Li won a bronze medal in the women's 50-meter rifle in the 2016 Rio Olympics."
122,1537,peopledaily0812.henan.c356906-28822189,杜丽成为奥运四朝元老，4次奥运共拿下2金1银1铜四块奖牌。,"Du Li became a veteran of the four Olympic dynasties, winning a total of two gold, one silver and four bronze medals in four Olympic Games.","Du Li has become a four Olympic Game veteran, having won a total of four medals - two gold, one silver and one bronze - in the four Games.","Du Li is a 4 time Olympic veteran who won a total of 4 medals including 2 gold, 1 silver, and 1 bronze medals."
122,1538,peopledaily0812.henan.c356906-28822189,1998年，进入山东省射击队，跟随王德文教练进行专业的射击训练。,"In 1998, entered the shooting team in Shandong Province, with coach Wang German professional shooting training.","In 1998, she joined the Shandong Province shooting team, and underwent professional training in shooting under the guidance of coach Wang Dewen.","In 1998, she entered the Shangdong Province shooting team and trained professionally under Wang De Wen."
122,1539,peopledaily0812.henan.c356906-28822189,2003年6月，参加射击世界杯克罗地亚站女子10米气步枪金牌并以504.9环打破世界纪录。,"In June 2003, she took part in the Women's 10m Air Rifle gold medal at the World Shooting Cup in Croatia and broke the world record with 504.9 rings.","In June 2003, she took part in the Shooting  World Cup women's 10-meter air rifle standing event in Croatia, and set a world record of 504.9.","In June 2003, she participated in the World Cup in Croatia and scored a world record of 504.9 in the Women's 10-meter air rifle."
122,1540,peopledaily0812.henan.c356906-28822189,2004年8月，获得女子10米气步枪金牌，为中国代表队在雅典奥运会夺得首金。,"In August 2004, she won the gold medal in the women's 10m air rifle, winning the first gold medal for the Chinese team at the Athens Olympic Games.","In August 2004, she won the gold medal for the women's 10-meter air rifle competition, and claimed the first gold medal for China at the Athens Olympic Games.","In August 2004, she won the women's 10-meter air rifle gold medal at the Athens Olympics and brought home gold for the Chinese team."
122,1541,peopledaily0812.henan.c356906-28822189,2008年8月，在50米运动步枪三姿的比赛中以总成绩690.3环破奥运会纪录夺得金牌。,"In August 2008, he won the gold medal in the 50-meter sport rifle three-position competition, breaking the Olympic record with a total score of 690.3.",Won the Gold Metal by 690.3 total shots in the 50 meter rifle three positions.,"In August 2008, she won the gold medal with a total score of 690.3 in the 50-meter rifle three-position shooting."
122,1542,peopledaily0812.henan.c356906-28822189,2012年8月，折戟伦敦奥运会后，杜丽向国际射联申报了暂时退役申请。,"In August 2012, after the London Olympics in Trident, Dooley filed an application for temporary retirement with the International Association of Shooters.","After experiencing a defeat at the London Olympics in August 2012, Du Li submitted a temporary resignation application to the International Shooting Sport Federation.","In August 2012, after withdrawing from the London Olympics, Du Li submitted a provisional retirement to the ISSF."
122,1543,peopledaily0812.henan.c356906-28822189,2015年1月，杜丽宣布重回国家队开始训练，备战里约奥运。,"In January 2015, Dooley announced her return to the national team to start training in preparation for the Rio Olympics.","In January 2015, Du Li announced that she will be reporting to the national team for training and prepare for the Rio Olympics.","In January 2015, Du Li announced that she would return to the national team to begin training and preparing for the Rio Olympics."
122,1544,peopledaily0812.henan.c356906-28822189,2016年3月，里约奥运选拔赛结束，时隔8年再次获得女子10米气步枪奥运会参赛资格。,Rio's Olympic trials ended in March 2016 and again qualified for the Women's 10m Air Rifle Olympic Games after eight years.,"The qualifying rounds of the Rio Olympics were concluded in March 2016. After an eight-year hiatus, she regained the opportunity to join the women's 10-metre air rifle event in the Olympics.","In March 2016, she qualified for the women's 10m air rifle again after 8 years after the qualifiers for the Rio Olympics."
122,1545,peopledaily0812.henan.c356906-28822189,2016年8月6日，在里约奥运会女子十米气步枪赛事中，杜丽以207环的成绩获得银牌。,"Dolly won a silver medal with 207 rings in the women's 10m air rifle event at the Rio Olympics on August 6, 2016.","During the 10-meter air rifle competition at the Rio Olympics on August 6, 2016, Du Li won a silver medal with 207 points.","On August 6, 2016, Du Li won a silver medal with a score of 207 in the Women's 10-meter Air Rifle event at the Rio Olympics."
122,1546,peopledaily0812.henan.c356906-28822189,2016年8月12日，在里约奥运会女子50米步枪三种姿势比赛中，获得铜牌。,"Bronze medal in the women's 50m rifle three-position competition at the Rio Olympics on August 12, 2016.","Won the Bronze Metal in the woman 50 meter rifle three positions in the Rio Olympic Games on Aug. 12, 2016","On August 12, 2016, she won a bronze medal in the women's 50-meter rifle three position shooting at the Rio Olympic Games."
123,1547,peopledaily0812.media.c40606-28631530,该片预计于明年初在中央电视台和乐视首播，还将首次推出VR全景纪实版。,"The film, which is expected to debut on China Central Television and LeTV early next year, will also feature a VR panoramic documentary version for the first time.","This film is expected to be broadcast on CCTV and LeTV at the beginning of next year, and a VR panoramic documentary edition will be launched for the first time.",
123,1548,peopledaily0812.media.c40606-28631530,纪录片《极地》是一部聚焦地球第三极青藏高原的大型作品，以全新视角讲述藏地传统与现代交融以及西藏与世界互动的故事。,"The documentary ""Polar"" is a large-scale work focusing on the Qinghai-Tibet Plateau, the third pole of the Earth, and tells the story of the fusion of Tibetan tradition and modernity as well as the interaction between Tibet and the world from a new perspective.","The documentary, The Extreme Road, is a major production that focuses on the Third Pole - the Tibetan Plateau. It gives an account of the blending of Tibetan traditions with modernity as well as Tibet's interaction with the world from a totally new perspective.",
123,1549,peopledaily0812.media.c40606-28631530,VR作品的最大优势是令观众具有独一无二的观影“沉浸”感，而这也对拍摄过程提出了更高要求。,"The biggest advantage of VR's work is that it gives the audience a unique sense of ""immersion"" in the film, which also places a higher demand on the filming process.","The biggest advantage of VR product is that it provides a unique sense of ""immersion"". However, this also imposed higher requirements for the video recording process.",
123,1550,peopledaily0812.media.c40606-28631530,《极地》全景VR特别版的摄制团队表示，他们要确保每一个方位的画面都无可挑剔，让观众有身临其境之感。,"The production team for the Polar's panoramic VR special edition said they wanted to make sure every aspect of the picture was impeccable, giving viewers a sense of immersion.","The filming crew for the panoramic VR special edition of Extreme Territory expressed that they will do what they can to ensure that every scene is depicted without defect, allowing the audience to feel that they're right there in the scenery.",
